web-scraper-order,web-scraper-start-url,link,link-href,title,price,ratings,num_rates,screen_size,refresh_rate,chipset,GPU,sim_slot,RAM,internal_storage,battery,operating_system,type
1742970719-344,https://cellphones.com.vn/mobile.html,"iPhone 14 256GB | Chính hãng VN/A 6.1 inches6 GB256 GB  Trả góp 0%  
    :
   
      15.990.000đ
     
        22.990.000đ
       
          Giảm 30%
           Smember giảm thêm
            đến 160.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-14-256gb.html,iPhone 14 256GB | Chính hãng VN/A,15.990.000 đ,5.0/5,1,6.1 inches,"Tần số quét 60Hz, 1200 nits, Kính cường lực Ceramic Shield,  Super Retina XDR",Apple A15 Bionic 6 nhân,Apple GPU 5 nhân,2 SIM (nano‑SIM và eSIM),6 GB,256 GB,3279 mAh,iOS 16,https://cellphones.com.vn/mobile/apple/iphone-14.html
1742970730-345,https://cellphones.com.vn/mobile.html,"iPhone 15 Pro 256GB | Chính hãng VN/A 6.1 inches8 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      27.490.000đ
     
        31.990.000đ
       
          Giảm 14%
           Smember giảm thêm
            đến 275.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-15-pro-256gb.html,iPhone 15 Pro 256GB | Chính hãng VN/A,27.490.000 đ,5.0/5,6,6.1 inches,120Hz,Apple A17 Pro 6 nhân,GPU 6 nhân mới,2 SIM (nano‑SIM và eSIM),8 GB,256 GB,3274 mAh,iOS 17,https://cellphones.com.vn/mobile/apple/iphone-15.html
1742970739-346,https://cellphones.com.vn/mobile.html,"iPhone 15 Pro Max 1TB | Chính hãng VN/A 6.7 inches8 GB1 TB  Trả góp 0%  
    :
   
      34.990.000đ
     
        46.990.000đ
       
          Giảm 26%
           Smember giảm thêm
            đến 350.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-15-pro-max-1tb.html,iPhone 15 Pro Max 1TB | Chính hãng VN/A,34.990.000 đ,4.7/5,6,6.7 inches,120Hz,Apple A17 Pro 6 nhân,GPU 6 nhân mới,2 SIM (nano‑SIM và eSIM),8 GB,1 TB,4422 mAh,iOS 17,https://cellphones.com.vn/mobile/apple/iphone-15.html
1742970750-347,https://cellphones.com.vn/mobile.html,"iPhone 16 Plus 512GB | Chính hãng VN/A   Trả góp 0%  
    :
   
      29.490.000đ
     
        34.990.000đ
       
          Giảm 16%
           Smember giảm thêm
            đến 295.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16-plus-512gb.html,iPhone 16 Plus 512GB | Chính hãng VN/A,29.490.000 đ,,,6.7 inches,60Hz,Apple A18,GPU 5 lõi mới,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,512 GB,,iOS 18,https://cellphones.com.vn/mobile/apple/iphone-16.html
1742970760-348,https://cellphones.com.vn/mobile.html,"iPhone 16e 512GB | Chính hãng VN/A  
          Sắp về hàng Trả góp 0%  
    :
   
      25.490.000đ
     
        25.990.000đ
       
          Giảm 2%
           Smember giảm thêm
            đến 255.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16e-512gb.html,iPhone 16e 512GB | Chính hãng VN/A,25.490.000 đ,,,6.1 inches,,Chip A18,"GPU 4 lõi mới
Neural Engine 16 lõi mới",Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,512 GB,"Thời gian xem video Lên đến 26 giờ 
Thời gian xem video (trực tuyến) Lên đến 21 giờ
Thời gian nghe nhạc Lên đến 90 giờ",iOS 18,https://cellphones.com.vn/mobile/apple/iphone-16.html
1742970768-349,https://cellphones.com.vn/mobile.html,"iPhone 16 256GB | Chính hãng VN/A   Trả góp 0%  
    :
   
      22.490.000đ
     
        25.990.000đ
       
          Giảm 13%
           Smember giảm thêm
            đến 225.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16-256gb.html,iPhone 16 256GB | Chính hãng VN/A,22.490.000 đ,4.9/5,15,6.1 inches,60Hz,Apple A18,GPU 5 lõi mới,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,256 GB,,iOS 18,https://cellphones.com.vn/mobile/apple/iphone-16.html
1742970777-350,https://cellphones.com.vn/mobile.html,"iPhone 16 Pro Max 1TB | Chính hãng VN/A   Trả góp 0%  
    :
   
      42.990.000đ
     
        46.990.000đ
       
          Giảm 9%
           Smember giảm thêm
            đến 430.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16-pro-max-1tb.html,iPhone 16 Pro Max 1TB | Chính hãng VN/A,42.990.000 đ,5.0/5,12,6.9 inches,120Hz,Apple A18 Pro,GPU 6 lõi mới,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,1 TB,,iOS 18,https://cellphones.com.vn/mobile/apple/iphone-16.html
1742970786-351,https://cellphones.com.vn/mobile.html,"iPhone 16 Plus 256GB | Chính hãng VN/A   Trả góp 0%  
    :
   
      25.890.000đ
     
        28.990.000đ
       
          Giảm 11%
           Smember giảm thêm
            đến 259.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16-plus-256gb.html,iPhone 16 Plus 256GB | Chính hãng VN/A,25.890.000 đ,5.0/5,5,6.7 inches,60Hz,Apple A18,GPU 5 lõi mới,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,256 GB,,iOS 18,https://cellphones.com.vn/mobile/apple/iphone-16.html
1742970795-352,https://cellphones.com.vn/mobile.html,"iPhone 16 Pro 1TB | Chính hãng VN/A   Trả góp 0%  
    :
   
      39.990.000đ
     
        43.990.000đ
       
          Giảm 9%
           Smember giảm thêm
            đến 400.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16-pro-1tb.html,iPhone 16 Pro 1TB | Chính hãng VN/A,39.990.000 đ,,,6.3 inches,120Hz,Apple A18 Pro,GPU 6 lõi mới,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,1 TB,,iOS 18,https://cellphones.com.vn/mobile/apple/iphone-16.html
1742970804-353,https://cellphones.com.vn/mobile.html,"iPhone 16 Pro 256GB | Chính hãng VN/A   Trả góp 0%  
    :
   
      28.590.000đ
     
        31.990.000đ
       
          Giảm 11%
           Smember giảm thêm
            đến 286.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16-pro-256gb.html,iPhone 16 Pro 256GB | Chính hãng VN/A,28.590.000 đ,4.9/5,29,6.3 inches,120Hz,Apple A18 Pro,GPU 6 lõi mới,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,256 GB,,iOS 18,https://cellphones.com.vn/mobile/apple/iphone-16.html
1742970813-354,https://cellphones.com.vn/mobile.html,"iPhone 16 Pro 512GB | Chính hãng VN/A   Trả góp 0%  
    :
   
      34.690.000đ
     
        37.990.000đ
       
          Giảm 9%
           Smember giảm thêm
            đến 347.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16-pro-512gb.html,iPhone 16 Pro 512GB | Chính hãng VN/A,34.690.000 đ,,,6.3 inches,120Hz,Apple A18 Pro,GPU 6 lõi mới,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,512 GB,,iOS 18,https://cellphones.com.vn/mobile/apple/iphone-16.html
1742970822-355,https://cellphones.com.vn/mobile.html,"iPhone 11 128GB | Chính hãng VN/A  6.1 inches4 GB128 GB  Trả góp 0%  
    :
   
      9.490.000đ
     
        13.990.000đ
       
          Giảm 32%
           Smember giảm thêm
            đến 95.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-11-128gb.html,iPhone 11 128GB | Chính hãng VN/A,9.490.000 đ,4.9/5,72,6.1 inches,60Hz,A13 Bionic,Apple GPU,Nano-SIM + eSIM,4 GB,128 GB,3110 mAh,iOS 13 hoặc cao hơn (Tùy vào phiên bản phát hành),https://cellphones.com.vn/mobile/apple.html
1742970830-356,https://cellphones.com.vn/mobile.html,"iPhone 11 64GB | Chính hãng VN/A  6.1 inches4 GB64 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      7.990.000đ
     
        11.990.000đ
       
          Giảm 33%
           Smember giảm thêm
            đến 80.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-11.html,iPhone 11 64GB | Chính hãng VN/A,7.990.000 đ,4.9/5,158,6.1 inches,60Hz,A13 Bionic,Apple GPU,Nano-SIM + eSIM,4 GB,64 GB,3110 mAh,iOS 13 hoặc cao hơn (Tùy vào phiên bản phát hành),https://cellphones.com.vn/mobile/apple.html
1742970839-357,https://cellphones.com.vn/mobile.html,"iPhone 16e 256GB | Chính hãng VN/A 6.1 inches256 GB  Trả góp 0%  
    :
   
      19.490.000đ
     
        19.990.000đ
       
          Giảm 3%
           Smember giảm thêm
            đến 195.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16e-256gb.html,iPhone 16e 256GB | Chính hãng VN/A,19.490.000 đ,,,6.1 inches,,Chip A18,"GPU 4 lõi mới
Neural Engine 16 lõi mới",Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,256 GB,"Thời gian xem video Lên đến 26 giờ 
Thời gian xem video (trực tuyến) Lên đến 21 giờ
Thời gian nghe nhạc Lên đến 90 giờ",iOS 18,https://cellphones.com.vn/mobile/apple.html
1742970847-358,https://cellphones.com.vn/mobile.html,"iPhone 15 Plus 256GB | Chính hãng VN/A 6.7 inches6 GB256 GB  Trả góp 0%  
    :
   
      22.790.000đ
     
        28.990.000đ
       
          Giảm 21%
           Smember giảm thêm
            đến 228.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-15-plus-256gb.html,iPhone 15 Plus 256GB | Chính hãng VN/A,22.790.000 đ,4.8/5,17,6.7 inches,"Dynamic Island 
HDR display 
True Tone 
Wide color (P3) 
Tần số quét 60 Hz
Haptic Touch
Lớp phủ oleophobia chống dấu vân tay
Độ sáng tối đa: 2000 nits
 Mật độ điểm ảnh 460 ppi",Apple A16 Bionic,GPU 5 lõi,2 SIM (nano‑SIM và eSIM),6 GB,256 GB,4383 mAh,iOS 17,https://cellphones.com.vn/mobile/apple.html
1742970856-359,https://cellphones.com.vn/mobile.html,"iPhone 12 Pro Max 128GB I Chính hãng VN/A  6.7 inches6 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      23.490.000đ
     
        28.990.000đ
       
          Giảm 19%
           Smember giảm thêm
            đến 235.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-12-pro-max.html,iPhone 12 Pro Max 128GB I Chính hãng VN/A,23.490.000 đ,4.9/5,173,6.7 inches,60Hz,Apple A14 Bionic (5 nm),Apple GPU (4-core graphics),2 SIM (nano‑SIM và eSIM),6 GB,128 GB,"Li-Ion, sạc nhanh 20W, sạc không dây 15W, USB Power Delivery 2.0",iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành),https://cellphones.com.vn/mobile/apple.html
1742970864-360,https://cellphones.com.vn/mobile.html,"iPhone 15 Pro 128GB | Chính hãng VN/A 6.1 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      23.990.000đ
     
        28.990.000đ
       
          Giảm 17%
           Smember giảm thêm
            đến 240.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-15-pro.html,iPhone 15 Pro 128GB | Chính hãng VN/A,23.990.000 đ,4.8/5,20,6.1 inches,120Hz,Apple A17 Pro 6 nhân,GPU 6 nhân mới,2 SIM (nano‑SIM và eSIM),8 GB,128 GB,3274 mAh,iOS 17,https://cellphones.com.vn/mobile/apple.html
1742970872-361,https://cellphones.com.vn/mobile.html,"iPhone 16 Plus 128GB | Chính hãng VN/A 6.7 inches128 GB  Trả góp 0%  
    :
   
      22.490.000đ
     
        25.990.000đ
       
          Giảm 13%
           Smember giảm thêm
            đến 223.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16-plus.html,iPhone 16 Plus 128GB | Chính hãng VN/A,22.490.000 đ,4.8/5,22,6.7 inches,60Hz,Apple A18,GPU 5 lõi mới,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,128 GB,,iOS 18,https://cellphones.com.vn/mobile/apple.html
1742970881-362,https://cellphones.com.vn/mobile.html,"iPhone 16 Pro Max 512GB | Chính hãng VN/A 6.9 inches512 GB  Trả góp 0%  
    :
   
      37.490.000đ
     
        40.990.000đ
       
          Giảm 9%
           Smember giảm thêm
            đến 375.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16-pro-max-512gb.html,iPhone 16 Pro Max 512GB | Chính hãng VN/A,37.490.000 đ,5.0/5,24,6.9 inches,120Hz,Apple A18 Pro,GPU 6 lõi mới,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,512 GB,,iOS 18,https://cellphones.com.vn/mobile/apple.html
1742970889-363,https://cellphones.com.vn/mobile.html,"iPhone 15 Pro Max 512GB | Chính hãng VN/A 6.7 inches8 GB512 GB  Trả góp 0%  
    :
   
      30.990.000đ
     
        40.990.000đ
       
          Giảm 24%
           Smember giảm thêm
            đến 310.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-15-pro-max-512gb.html,iPhone 15 Pro Max 512GB | Chính hãng VN/A,30.990.000 đ,4.6/5,15,6.7 inches,120Hz,Apple A17 Pro 6 nhân,GPU 6 nhân mới,2 SIM (nano‑SIM và eSIM),8 GB,512 GB,4422 mAh,iOS 17,https://cellphones.com.vn/mobile/apple.html
1742970898-364,https://cellphones.com.vn/mobile.html,"iPhone 15 256GB | Chính hãng VN/A 6.1 inches6 GB256 GB  Trả góp 0%  
    :
   
      18.990.000đ
     
        25.990.000đ
       
          Giảm 27%
           Smember giảm thêm
            đến 190.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-15-256gb.html,iPhone 15 256GB | Chính hãng VN/A,18.990.000 đ,4.4/5,9,6.1 inches,"Dynamic Island 
HDR display 
True Tone 
Wide color (P3) 
Haptic Touch
Lớp phủ oleophobia chống dấu vân tay
Độ sáng tối đa: 2000 nits
Mặt kính cảm ứng: Kính cường lực Ceramic Shield
Tần số quét 60 Hz",Apple A16 Bionic 6 nhân,GPU 5 lõi,2 SIM (nano‑SIM và eSIM),6 GB,256 GB,3349 mAh,iOS 17,https://cellphones.com.vn/mobile/apple.html
1742970906-365,https://cellphones.com.vn/mobile.html,"iPhone 16 128GB | Chính hãng VN/A 6.1 inches6 GB128 GB  Trả góp 0%  
    :
   
      19.190.000đ
     
        22.990.000đ
       
          Giảm 17%
           Smember giảm thêm
            đến 190.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16.html,iPhone 16 128GB | Chính hãng VN/A,19.190.000 đ,4.8/5,27,6.1 inches,60Hz,Apple A18,GPU 5 lõi mới,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,128 GB,,iOS 18,https://cellphones.com.vn/mobile/apple.html
1742970914-366,https://cellphones.com.vn/mobile.html,"iPhone 15 Plus 128GB | Chính hãng VN/A 6.7 inches6 GB128 GB  Trả góp 0%  
    :
   
      19.490.000đ
     
        25.990.000đ
       
          Giảm 25%
           Smember giảm thêm
            đến 195.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-15-plus.html,iPhone 15 Plus 128GB | Chính hãng VN/A,19.490.000 đ,4.8/5,48,6.7 inches,"Dynamic Island 
HDR display 
True Tone 
Wide color (P3) 
Tần số quét 60 Hz
Haptic Touch
Lớp phủ oleophobia chống dấu vân tay
Độ sáng tối đa: 2000 nits
 Mật độ điểm ảnh 460 ppi",Apple A16 Bionic,GPU 5 lõi,2 SIM (nano‑SIM và eSIM),6 GB,128 GB,4383 mAh,iOS 17,https://cellphones.com.vn/mobile/apple.html
1742970923-367,https://cellphones.com.vn/mobile.html,"iPhone 14 Pro Max 128GB | Chính hãng VN/A 6.7 inches6 GB128 GB  Trả góp 0%  
    :
   
      25.590.000đ
     
        29.990.000đ
       
          Giảm 15%
           Smember giảm thêm
            đến 256.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-14-pro-max.html,iPhone 14 Pro Max 128GB | Chính hãng VN/A,25.590.000 đ,4.9/5,114,6.7 inches,120Hz,Apple A16 Bionic 6-core,Apple GPU (5-core graphics),2 SIM (nano‑SIM và eSIM),6 GB,128 GB,4.323 mAh,iOS 16,https://cellphones.com.vn/mobile/apple.html
1742970931-368,https://cellphones.com.vn/mobile.html,"iPhone 14 128GB  | Chính hãng VN/A 6.1 inches6 GB128 GB  Trả góp 0%  
    :
   
      12.690.000đ
     
        19.990.000đ
       
          Giảm 37%
           Smember giảm thêm
            đến 127.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-14.html,iPhone 14 128GB  | Chính hãng VN/A,12.690.000 đ,4.9/5,31,6.1 inches,"Tần số quét 60Hz, 1200 nits, Kính cường lực Ceramic Shield,  Super Retina XDR",Apple A15 Bionic 6 nhân,Apple GPU 5 nhân,2 SIM (nano‑SIM và eSIM),6 GB,128 GB,"3,279mAh",iOS 16,https://cellphones.com.vn/mobile/apple.html
1742970940-369,https://cellphones.com.vn/mobile.html,"Xiaomi POCO M6 6GB 128GB - Chỉ có tại CellphoneS  6.79 inches6 GB128 GB  Trả góp 0%  
    :
   
      3.490.000đ
     
        4.290.000đ
       
          Giảm 19%
           Smember giảm thêm
            đến 35.000đ 
            S-Student giảm thêm đến 175.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-xiaomi-poco-m6.html,Xiaomi POCO M6 6GB 128GB - Chỉ có tại CellphoneS,3.190.000₫,4.9/5,34,6.79 inches,90Hz,Helio G91-Ultra,Mali-G52 MC2,2 SIM (Nano-SIM),6 GB,128 GB,5030 mAh,Android 13,
1742970948-370,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A15 LTE 8GB 128GB 6.5 inches8 GB128 GB  Trả góp 0%  
    :
   
      4.290.000đ
     
        4.990.000đ
       
          Giảm 14%
           Smember giảm thêm
            đến 43.000đ 
            S-Student giảm thêm đến 257.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a15.html,Samsung Galaxy A15 LTE 8GB 128GB,4.290.000 đ,4.9/5,71,6.5 inches,"Tần số quét 90 Hz
Độ sáng tối đa: 800 nits
Mặt kính cảm ứng: Kính cường lực",MediaTek G99,Mali-G57,2 SIM (Nano-SIM),8 GB,128 GB,5000 mAh,Android 14,
1742970956-371,https://cellphones.com.vn/mobile.html,"iPhone 16 Pro 128GB | Chính hãng VN/A 6.3 inches128 GB  Trả góp 0%  
    :
   
      25.390.000đ
     
        28.990.000đ
       
          Giảm 12%
           Smember giảm thêm
            đến 252.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/iphone-16-pro.html,iPhone 16 Pro 128GB | Chính hãng VN/A,25.390.000 đ,5.0/5,32,6.3 inches,120Hz,Apple A18 Pro,GPU 6 lõi mới,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,128 GB,,iOS 18,
